"CF1 X","CF1 Y","CF2 X","CF2 Y","CF6 X","CF6 Y","CF7 X","CF7 Y","CF11 X","CF11 Y","CF10 X","CF10 Y"
1.183292724609375,-0.770365478515625,-0.12555265045166017,0.7281458129882813,0.9437840576171875,0.9858522338867187,-1.1209410400390625,0.9566917114257812,-0.7395005493164063,-0.6784366455078125,0.03431482315063476,-0.48063150024414064
1.1833017578125,-0.7703565673828126,-0.12554987335205078,0.728149658203125,0.9437980346679687,0.9858612670898438,-1.12109765625,0.9568114013671875,-0.7394718017578125,-0.678436767578125,0.03425912475585938,-0.4805914001464844
1.1833017578125,-0.7703528442382812,-0.1255582275390625,0.7281514282226562,0.9437018432617188,0.9859470825195312,-1.1209200439453124,0.9566734619140626,-0.7394846801757813,-0.6784356689453125,0.03431821060180664,-0.4805962219238281
1.18329443359375,-0.7703552856445313,-0.12554609680175782,0.7281430053710938,0.9438015747070313,0.9858575439453126,-1.1209217529296875,0.956686279296875,-0.7394776611328125,-0.6784465942382812,0.034326431274414065,-0.4806170654296875
1.183315185546875,-0.7703483276367188,-0.12555006408691408,0.72812255859375,0.9438150024414063,0.98585498046875,-1.12091162109375,0.9566782836914063,-0.7394658203125,-0.6784413452148438,0.03432098770141601,-0.48060757446289065
1.183294677734375,-0.7703359375,-0.12579243469238283,0.728470458984375,0.9437909545898437,0.9858796997070313,-1.120935791015625,0.9566989135742188,-0.7394974365234375,-0.6784393310546875,0.034321968078613284,-0.4806285095214844
1.1832666015625,-0.7703662719726563,-0.12582597351074218,0.7284873657226563,0.9434329833984375,0.9859177856445313,-1.1209425048828126,0.9567025146484375,-0.7395040893554687,-0.6784427490234375,0.034285274505615235,-0.48063861083984377
1.183259765625,-0.7703726806640625,-0.12581855773925782,0.7284962768554688,0.9436669921875,0.9859616088867188,-1.1209404296875,0.9567062377929687,-0.7394945068359375,-0.67844091796875,0.03421298599243164,-0.4806186218261719
1.183259521484375,-0.7703748168945312,-0.1258271026611328,0.7285088500976562,0.9434244384765625,0.9859398193359376,-1.121134765625,0.9568343505859375,-0.7394971923828125,-0.6784446411132813,0.03421231842041016,-0.48061849975585935
1.1832486572265626,-0.7703650512695313,-0.1255873031616211,0.7281597290039062,0.943772705078125,0.9858590087890625,-1.120947998046875,0.956707763671875,-0.7395075073242188,-0.6784368286132813,0.03420590591430664,-0.4806304931640625
1.1832835693359376,-0.7703663330078125,-0.1258296127319336,0.7285045776367187,0.9436925659179688,0.9859537963867188,-1.1211380615234374,0.9568297729492188,-0.7394935913085937,-0.6784238891601563,0.03421688842773438,-0.4806078491210938
1.1832615966796876,-0.770372314453125,-0.12556549072265624,0.7281650390625,0.9436792602539062,0.9859598999023438,-1.120928955078125,0.9566989135742188,-0.7395006713867187,-0.6784443359375,0.034230159759521483,-0.4806138916015625
1.1832742919921875,-0.7703601684570313,-0.12556874084472655,0.7281609497070313,0.94377685546875,0.9858566284179687,-1.1209383544921876,0.9566849975585937,-0.7394791259765625,-0.6784300537109375,0.03431253814697265,-0.4806199951171875
1.183314208984375,-0.7703677978515625,-0.12555896759033203,0.7281605224609375,0.9438069458007813,0.9858615112304687,-1.1209244384765624,0.956681640625,-0.739478515625,-0.67844970703125,0.034242229461669924,-0.48059457397460936
1.183291015625,-0.770346435546875,-0.12557240295410158,0.728157958984375,0.9434644775390625,0.9859174194335938,-1.1211263427734375,0.9568195190429688,-0.7395000610351562,-0.6784403076171875,0.03423729705810547,-0.4805969543457031
1.1832872314453124,-0.7703519897460938,-0.1255677032470703,0.7281710205078125,0.943556884765625,0.985828857421875,-1.1209281005859375,0.9566773681640625,-0.7394860229492187,-0.6784303588867188,0.03431603240966797,-0.4806216125488281
1.1832813720703126,-0.77036572265625,-0.1255613784790039,0.7281491088867188,0.9437816162109375,0.9858582153320312,-1.1209276123046874,0.9567015380859375,-0.7394915161132812,-0.6784327392578124,0.034226360321044924,-0.4806017150878906
1.1832724609375,-0.7703411865234375,-0.12555095672607422,0.7281419067382813,0.9435364990234375,0.985840576171875,-1.1209373779296874,0.9567054443359375,-0.7395001220703125,-0.6784268188476562,0.034291133880615235,-0.4806278381347656
1.1832515869140625,-0.7703579711914063,-0.12557179260253906,0.728136474609375,0.9438041381835938,0.9858621826171875,-1.12093212890625,0.956688720703125,-0.7395012817382812,-0.6784297485351563,0.0342227668762207,-0.4806182861328125
1.18326220703125,-0.7703755493164063,-0.12558582305908203,0.7281396484375,0.943779296875,0.9858771362304688,-1.120933837890625,0.956705322265625,-0.7394901733398438,-0.67844482421875,0.03428507232666016,-0.48063995361328127
1.1832645263671875,-0.77036767578125,-0.12560420989990234,0.7281268310546875,0.9437780151367188,0.98585986328125,-1.1209427490234376,0.9567066040039063,-0.7394930419921875,-0.6784412231445313,0.0342867431640625,-0.4806451416015625
1.183284912109375,-0.7703659057617187,-0.12582730102539064,0.7284862670898438,0.943694580078125,0.985964599609375,-1.1209464111328125,0.9567095947265625,-0.7394957885742187,-0.6784473266601563,0.034296794891357424,-0.4806348266601562
1.1832725830078126,-0.7703666381835937,-0.12555995178222656,0.728145751953125,0.943796142578125,0.9858534545898437,-1.1209456787109375,0.9567046508789062,-0.7394817504882812,-0.6784301147460937,0.03429269790649414,-0.48063021850585935
1.18327392578125,-0.7703589477539062,-0.12557032775878907,0.728158447265625,0.9437943725585938,0.9858536987304688,-1.12094384765625,0.95669775390625,-0.7394745483398437,-0.6784443359375,0.03430624389648437,-0.48061825561523436
1.1833040771484375,-0.7703744506835938,-0.12558094024658203,0.7281542358398437,0.943458740234375,0.9859222412109375,-1.1211180419921876,0.9568016357421875,-0.73948583984375,-0.6784451293945313,0.03423752593994141,-0.48060342407226564
1.1833082275390625,-0.7703472290039063,-0.12557493591308594,0.728138916015625,0.9437793579101562,0.9858720703125,-1.120939208984375,0.956691162109375,-0.7394893188476562,-0.6784378051757812,0.03423573303222656,-0.48059414672851564
1.18326513671875,-0.7703619384765625,-0.12556178283691405,0.7281517333984375,0.9437871704101563,0.9858555297851562,-1.1211258544921876,0.9568196411132812,-0.739483642578125,-0.678448974609375,0.03430759429931641,-0.48062689208984377
1.183252685546875,-0.7703472900390625,-0.12558866882324218,0.7281710205078125,0.9436781616210937,0.9859620361328125,-1.120950439453125,0.9567064819335938,-0.739492919921875,-0.67843603515625,0.034316963195800784,-0.4806107177734375
1.18327978515625,-0.7703500366210938,-0.1255660400390625,0.7281611938476562,0.9437681884765625,0.9858618774414063,-1.1209342041015624,0.9566914672851563,-0.7395132446289062,-0.6784147338867188,0.0342246208190918,-0.48060586547851564
1.1832872314453124,-0.7703524169921875,-0.12557533264160156,0.7281633911132812,0.9435413818359375,0.9858211669921875,-1.121114501953125,0.956823974609375,-0.7394912719726563,-0.6784356079101562,0.03430021286010742,-0.4806196594238281
