"CF1 X","CF1 Y","CF2 X","CF2 Y","CF4 X","CF4 Y","CF7 X","CF7 Y","CF10 X","CF10 Y"
0.004781672477722168,-0.6049187622070312,-0.03496536254882812,0.8250337524414062,0.05155996322631836,0.001992789626121521,-0.05477630615234375,-1.287509521484375,-0.032668872833251955,1.366833251953125
0.004829649925231934,-0.6049103393554688,-0.03494074249267578,0.8250294189453125,0.0515765609741211,0.0020056657791137694,-0.05472945404052734,-1.2875086669921876,-0.032653087615966796,1.366833251953125
0.004825042724609375,-0.6049108276367188,-0.034929214477539064,0.8250448608398437,0.05161209106445312,0.0020053582191467286,-0.05473168182373047,-1.2875145263671874,-0.03263802337646484,1.366843017578125
0.004864112377166748,-0.6048932495117187,-0.03491581344604492,0.82503857421875,0.051613338470458986,0.0020127811431884766,-0.05468833160400391,-1.2875018310546875,-0.03263471603393555,1.3668389892578126
0.0048523774147033695,-0.6048980712890625,-0.034912288665771486,0.82504052734375,0.05161721038818359,0.0019987558126449583,-0.054724201202392575,-1.287479248046875,-0.032624725341796876,1.3668228759765626
0.004832499504089356,-0.6049073486328125,-0.034927410125732423,0.8250427856445313,0.05160366821289063,0.0019932632446289064,-0.05472278594970703,-1.287493896484375,-0.03263658905029297,1.3668387451171875
0.004810661792755127,-0.6049104614257812,-0.034937664031982424,0.8250392456054687,0.051580783843994144,0.0020083541870117186,-0.054755538940429685,-1.287501708984375,-0.03265620803833008,1.3668424072265626
0.004766788482666016,-0.604915283203125,-0.03495834350585938,0.8250303344726563,0.051559688568115235,0.001990410089492798,-0.05479622268676758,-1.28751123046875,-0.032676151275634766,1.3668240966796874
0.004746031761169433,-0.6049178466796875,-0.034997318267822264,0.825023681640625,0.051550304412841794,0.001990101456642151,-0.054803035736083985,-1.2875186767578124,-0.03268854522705078,1.36683251953125
0.004727254867553711,-0.60493896484375,-0.0350216178894043,0.8250106201171875,0.05154259490966797,0.0019880186319351195,-0.05480634307861328,-1.2875079345703124,-0.032680076599121095,1.3668316650390624
0.004749108791351318,-0.6049295654296875,-0.034993412017822266,0.8250115966796875,0.05152388763427734,0.0019908570051193238,-0.054991565704345706,-1.2876314697265625,-0.03270432281494141,1.36683056640625
0.004756797790527343,-0.6049380493164063,-0.03499062728881836,0.825031494140625,0.05153258895874024,0.00200168251991272,-0.05478968048095703,-1.287514404296875,-0.03267647933959961,1.36682470703125
0.004773519992828369,-0.6049158935546874,-0.034965415954589844,0.8250257568359375,0.05155894088745117,0.00199671733379364,-0.05477717971801758,-1.2875126953125,-0.03268589782714844,1.3668345947265625
0.004798553466796875,-0.60490673828125,-0.03495304870605469,0.8250330810546875,0.05156768798828125,0.001992910623550415,-0.05473256301879883,-1.287500244140625,-0.03266426086425781,1.36683251953125
0.004822712898254394,-0.6048924560546876,-0.034935142517089846,0.8250285034179687,0.051612834930419925,0.002011221647262573,-0.05472620010375977,-1.287496337890625,-0.03263014602661133,1.366843994140625
0.004847104549407959,-0.6049152221679688,-0.03492146301269531,0.825036376953125,0.05160183715820312,0.001997557759284973,-0.05471781539916992,-1.2874913330078126,-0.03263228225708008,1.366834228515625
0.004858977317810058,-0.6049094848632812,-0.03492577362060547,0.8250296020507812,0.051612403869628905,0.0019971433877944947,-0.05472029113769531,-1.2874881591796874,-0.03262646865844727,1.3668463134765625
0.0048417339324951176,-0.6049080810546875,-0.03491665649414062,0.8250374755859375,0.0516025505065918,0.0019974279403686523,-0.05472483444213867,-1.287494140625,-0.032633529663085935,1.3668594970703125
0.0047996282577514645,-0.6049074096679687,-0.03494325637817383,0.8250352172851563,0.051589969635009766,0.0020026061534881593,-0.05476662063598633,-1.287504150390625,-0.03262679290771484,1.3668609619140626
0.004800707817077637,-0.6049241943359375,-0.034958580017089846,0.8250293579101563,0.0515638427734375,0.001993552327156067,-0.05479116439819336,-1.2875013427734374,-0.03265641021728516,1.36684326171875
0.004839935302734375,-0.6048720703125,-0.03497040557861328,0.8250331420898438,0.05155354309082031,0.001990572452545166,-0.05480886840820313,-1.28752734375,-0.03266973495483398,1.36683251953125
0.004749975681304932,-0.60492333984375,-0.034992240905761716,0.8250260620117188,0.05154622650146484,0.0019880603551864625,-0.054806716918945314,-1.2875006103515625,-0.03268420791625976,1.366834228515625
