"CF1 X","CF1 Y","CF2 X","CF2 Y","CF4 X","CF4 Y","CF5 X","CF5 Y","CF6 X","CF6 Y","CF7 X","CF7 Y","CF10 X","CF10 Y","CF11 X","CF11 Y"
0.026599964141845702,-0.6390157470703125,0.662828125,-0.597048828125,0.6291954345703125,0.03337680816650391,0.6427657470703125,0.6762567138671876,0.016051279067993165,0.6601287231445313,-0.6451077880859375,0.6074110107421875,-0.6286665649414063,0.017136558532714844,-0.5908070068359375,-0.6701065063476562
0.02667789649963379,-0.6390911865234375,0.662807373046875,-0.5970675659179687,0.6291896362304688,0.03338577270507812,0.6427551879882812,0.6762573852539062,0.016041648864746093,0.6601146240234375,-0.645109375,0.6074105224609375,-0.6286634521484376,0.017112009048461913,-0.5908245849609375,-0.6701144409179688
0.026631322860717774,-0.6390986328125,0.6628038330078125,-0.5970493774414063,0.6291665649414062,0.03336678695678711,0.64274853515625,0.6762342529296875,0.01603789520263672,0.660118408203125,-0.645110107421875,0.6074108276367187,-0.6286549682617187,0.0171134033203125,-0.5908216552734376,-0.6701145629882812
0.026620260238647463,-0.639072265625,0.6628123779296875,-0.5970478515625,0.6291840209960937,0.033378467559814454,0.642757568359375,0.6762481079101562,0.01607337188720703,0.6601239624023437,-0.6451133422851563,0.6074175415039063,-0.6286567993164063,0.01712856674194336,-0.5908023681640625,-0.670107177734375
0.026566516876220702,-0.6390032348632813,0.6628206787109375,-0.5970369873046875,0.629197998046875,0.033389320373535154,0.6427646484375,0.6762567138671876,0.016087602615356446,0.6601123657226563,-0.6450823974609375,0.6073970947265624,-0.6286477661132812,0.017134145736694337,-0.590798583984375,-0.6701135864257812
0.02674077033996582,-0.639068603515625,0.6628359375,-0.5970274658203125,0.6292236938476562,0.033388534545898435,0.6427814331054688,0.6762660522460937,0.016099237442016603,0.6601358032226563,-0.6450580444335937,0.6074190063476562,-0.6286237182617187,0.017131807327270508,-0.5908140869140625,-0.670093505859375
0.02668349075317383,-0.63903515625,0.6628706665039062,-0.5970230102539062,0.6292421875,0.033403465270996094,0.6428246459960938,0.6762850952148437,0.016125789642333986,0.6601519775390625,-0.64503857421875,0.6074269409179688,-0.6286116333007813,0.01712640953063965,-0.5907782592773437,-0.6701036987304687
0.02668377113342285,-0.6389799194335938,0.6628816528320313,-0.5970225830078125,0.6292592163085937,0.03340922546386719,0.64283740234375,0.67630712890625,0.01612063407897949,0.6601380615234375,-0.6450513916015626,0.6074287109375,-0.628594970703125,0.017142244338989258,-0.5907659912109375,-0.6701036376953124
0.026626262664794922,-0.6390241088867188,0.6628839111328125,-0.5970140991210937,0.6292459716796875,0.03339900207519531,0.6428104248046875,0.6762925415039063,0.016133089065551758,0.6601476440429688,-0.6450464477539063,0.607422119140625,-0.6286184692382812,0.017140720367431642,-0.5907752685546875,-0.670099609375
0.026582494735717773,-0.6390008544921875,0.66287109375,-0.5970339965820313,0.6292404174804688,0.03339538192749023,0.6428018798828125,0.6762652587890625,0.016116218566894533,0.6601406860351563,-0.645045166015625,0.6074156494140625,-0.6286211547851562,0.017144401550292968,-0.5907887573242188,-0.6701074829101562
0.026654943466186524,-0.6390476684570312,0.6628348388671875,-0.5970331420898437,0.6292210083007812,0.03338259506225586,0.6428037109375,0.6762794189453125,0.01610205268859863,0.6601349487304687,-0.6450797119140625,0.6074327392578125,-0.6286351318359376,0.0171325798034668,-0.5907880249023437,-0.6701236572265625
