"CF1 X","CF1 Y","CF2 X","CF2 Y","CF4 X","CF4 Y","CF5 X","CF5 Y","CF6 X","CF6 Y","CF7 X","CF7 Y","CF10 X","CF10 Y","CF11 X","CF11 Y"
-1.6139825439453126,-0.7515925903320313,0.23533084106445312,-2.38989453125,-1.4669158935546875,0.014652626991271973,0.5527576293945312,-2.31752197265625,-0.15099594116210938,-2.374181640625,-1.5340513916015626,-0.48413629150390625,-1.5916536865234374,-0.25060430908203124,-0.44852069091796876,-2.37732275390625
-1.6140302734375,-0.7515828247070313,0.23530238342285156,-2.3899052734375,-1.4668992919921875,0.01464826488494873,0.5527625122070312,-2.3175302734375,-0.1510010986328125,-2.37419873046875,-1.5340340576171876,-0.48414590454101564,-1.59164990234375,-0.25062831115722656,-0.4485387573242188,-2.37732470703125
-1.61397998046875,-0.7516148681640625,0.23531414794921876,-2.389906005859375,-1.46691259765625,0.014634357452392579,0.5527756958007812,-2.317517578125,-0.15100228881835936,-2.374188720703125,-1.5340380859375,-0.4841254577636719,-1.5916661376953125,-0.2506348419189453,-0.4484996337890625,-2.377330078125
-1.614032958984375,-0.7516082153320313,0.23530455017089844,-2.38990283203125,-1.466912109375,0.014654170989990235,0.5527702026367187,-2.3175419921875,-0.15100424194335937,-2.3741884765625,-1.534052490234375,-0.48411227416992186,-1.591677978515625,-0.2505851287841797,-0.44849404907226564,-2.377323486328125
-1.614054443359375,-0.7516073608398437,0.23530653381347658,-2.389906982421875,-1.4669888916015625,0.01463529109954834,0.5527691040039062,-2.3175322265625,-0.15101295471191406,-2.374200439453125,-1.5340574951171875,-0.48412158203125,-1.591658935546875,-0.25060234069824217,-0.4485271911621094,-2.37733984375
-1.61401708984375,-0.7515860595703125,0.2353060302734375,-2.389888427734375,-1.4670789794921875,0.014445691108703614,0.5527403564453125,-2.317525390625,-0.15102975463867188,-2.374195068359375,-1.5340511474609375,-0.48413131713867186,-1.591669189453125,-0.25063204956054685,-0.4485145263671875,-2.37732958984375
-1.61403076171875,-0.751603515625,0.2353143310546875,-2.3898955078125,-1.466912109375,0.014645046234130859,0.5527599487304687,-2.31754931640625,-0.15100344848632813,-2.37419384765625,-1.534045654296875,-0.48415957641601565,-1.591659423828125,-0.25059844970703127,-0.44850051879882813,-2.377310302734375
-1.614009521484375,-0.751554931640625,0.23529969787597657,-2.389896484375,-1.46691064453125,0.014635202407836913,0.5527445678710937,-2.317535400390625,-0.15099607849121094,-2.374194091796875,-1.53404833984375,-0.4841270751953125,-1.5916422119140625,-0.2506002655029297,-0.44850531005859373,-2.377320556640625
-1.6140234375,-0.751628662109375,0.23529386901855467,-2.389894775390625,-1.4669102783203125,0.014649505615234376,0.5527359008789062,-2.317529052734375,-0.15102276611328125,-2.374191650390625,-1.5340386962890624,-0.484151123046875,-1.5916278076171875,-0.2506116943359375,-0.4484975280761719,-2.37732421875
-1.613980224609375,-0.7515628662109375,0.2353070526123047,-2.38991650390625,-1.4669046630859375,0.014674311637878417,0.55274365234375,-2.3175322265625,-0.1510205383300781,-2.37419970703125,-1.53403564453125,-0.4841376647949219,-1.59164794921875,-0.25061749267578126,-0.4484966735839844,-2.37733251953125
-1.6139952392578125,-0.75160302734375,0.23531687927246095,-2.3898916015625,-1.466902099609375,0.014643893241882325,0.5527710571289063,-2.317525634765625,-0.15100796508789063,-2.37418505859375,-1.534039794921875,-0.4841225891113281,-1.5916336669921876,-0.2506302032470703,-0.44851824951171876,-2.3773212890625
-1.6140430908203125,-0.751581298828125,0.235298583984375,-2.38989599609375,-1.4669158935546875,0.014635073661804198,0.5527442016601563,-2.317535888671875,-0.1510044403076172,-2.374202880859375,-1.5340474853515624,-0.484128662109375,-1.5916448974609374,-0.25060324096679687,-0.44850750732421873,-2.377318359375
-1.6140054931640626,-0.751595458984375,0.23531568908691405,-2.38990380859375,-1.46708349609375,0.014456955909729004,0.552754150390625,-2.317541259765625,-0.15100030517578125,-2.37419384765625,-1.534031494140625,-0.48413299560546874,-1.5916451416015625,-0.25059832763671874,-0.44852386474609374,-2.377329345703125
-1.61398046875,-0.7515810546875,0.23532838439941406,-2.3898916015625,-1.4669141845703124,0.014660580635070801,0.5527694091796875,-2.3175361328125,-0.15098876953125,-2.3741953125,-1.534040771484375,-0.48412069702148436,-1.5916435546875,-0.25059063720703123,-0.44851190185546874,-2.3773046875
-1.6140130615234376,-0.7515814819335938,0.2353270721435547,-2.389903076171875,-1.466993896484375,0.014606157302856445,0.5527772216796875,-2.317551513671875,-0.15100704956054686,-2.3741982421875,-1.5340345458984375,-0.4841089477539062,-1.59168017578125,-0.25062754821777344,-0.4484955139160156,-2.377331298828125
-1.6140157470703125,-0.7515752563476562,0.23532264709472656,-2.38990380859375,-1.4670059814453125,0.01462994384765625,0.5527646484375,-2.317531494140625,-0.15101976013183593,-2.37420703125,-1.5340501708984375,-0.48415341186523436,-1.5916400146484375,-0.2505977783203125,-0.44850332641601565,-2.377330322265625
-1.6140155029296874,-0.75160009765625,0.23528909301757814,-2.38990576171875,-1.46698779296875,0.014610983848571778,0.5527420654296875,-2.31754443359375,-0.15101898193359375,-2.374198974609375,-1.5340595703125,-0.4841437683105469,-1.5916566162109376,-0.25060684204101563,-0.448519287109375,-2.377318115234375
-1.6140087890625,-0.7516091918945312,0.23531428527832032,-2.3898984375,-1.4669173583984374,0.014626353263854981,0.5527741088867187,-2.317538818359375,-0.15102085876464844,-2.37420166015625,-1.5340352783203124,-0.48412164306640626,-1.59167626953125,-0.25061961364746094,-0.44848333740234375,-2.377317138671875
-1.614006103515625,-0.7515850830078125,0.23528712463378906,-2.38989794921875,-1.4669892578125,0.014626909255981445,0.5527279663085938,-2.317528076171875,-0.15101924133300781,-2.37417578125,-1.5340718994140625,-0.48412982177734376,-1.591662353515625,-0.2506296234130859,-0.4485047607421875,-2.377310302734375
-1.6139952392578125,-0.7515926513671874,0.23528700256347657,-2.389906982421875,-1.466898681640625,0.014619565010070801,0.5527761840820312,-2.317539794921875,-0.15103834533691407,-2.37418798828125,-1.5340345458984375,-0.4841424255371094,-1.5916646728515624,-0.25063008117675784,-0.44852801513671875,-2.377340087890625
-1.6140423583984376,-0.7515897827148438,0.23529927062988282,-2.389905517578125,-1.46691259765625,0.014651273727416992,0.5527354736328125,-2.317501220703125,-0.1510433349609375,-2.3741875,-1.5340506591796874,-0.4841348876953125,-1.591656982421875,-0.25061152648925783,-0.44849874877929685,-2.377312255859375
-1.6139464111328126,-0.7515562133789062,0.23529852294921874,-2.38991455078125,-1.467061279296875,0.014447748184204101,0.5527545166015625,-2.31752880859375,-0.15102377319335938,-2.3741904296875,-1.534034912109375,-0.4841506652832031,-1.5916632080078126,-0.2506367950439453,-0.4485216064453125,-2.377306640625
-1.61397705078125,-0.7515877075195313,0.23531027221679687,-2.38989697265625,-1.4669151611328124,0.014649949073791503,0.5527569580078125,-2.317531494140625,-0.15101173400878906,-2.3741904296875,-1.534023681640625,-0.48413470458984376,-1.5916455078125,-0.2506114044189453,-0.44850811767578125,-2.3773271484375
-1.6139996337890625,-0.7515843505859375,0.23532078552246094,-2.3898916015625,-1.4668955078125,0.01462751579284668,0.5527573852539063,-2.317535888671875,-0.1509813690185547,-2.374193603515625,-1.5340352783203124,-0.4841429138183594,-1.5916700439453124,-0.25063381958007813,-0.4484983825683594,-2.377322265625
-1.614049560546875,-0.7516052856445312,0.23530813598632813,-2.389912353515625,-1.466903076171875,0.014683568000793457,0.5527639770507813,-2.317523193359375,-0.15100039672851562,-2.374177490234375,-1.534039306640625,-0.4841227722167969,-1.5916470947265624,-0.2506243133544922,-0.44851312255859377,-2.3773212890625
-1.61401123046875,-0.7515978393554688,0.23532313537597657,-2.389900390625,-1.4669146728515625,0.014647059440612793,0.5527689819335937,-2.31752880859375,-0.15100169372558594,-2.37417822265625,-1.5340457763671875,-0.48414288330078126,-1.5916427001953124,-0.2506177520751953,-0.44848297119140623,-2.377325927734375
-1.614009521484375,-0.751546875,0.2353287353515625,-2.38989111328125,-1.4670701904296874,0.014456192016601562,0.5527531127929688,-2.31753515625,-0.15099114990234375,-2.374178955078125,-1.5340556640625,-0.4841123962402344,-1.591655029296875,-0.25061300659179686,-0.44848812866210935,-2.377322998046875
-1.6140103759765625,-0.7515671997070312,0.23532635498046875,-2.389891845703125,-1.46690673828125,0.014633506774902343,0.55277880859375,-2.3175361328125,-0.15099595642089844,-2.374194091796875,-1.534042724609375,-0.48411911010742187,-1.5916531982421875,-0.25061029052734374,-0.4485020751953125,-2.377327880859375
-1.613994873046875,-0.751615478515625,0.23530841064453126,-2.3898818359375,-1.46692138671875,0.014667373657226562,0.5527525024414063,-2.317547119140625,-0.1510079345703125,-2.37418701171875,-1.534060546875,-0.48415948486328125,-1.591648681640625,-0.250599609375,-0.4484920654296875,-2.37730517578125
-1.6139986572265625,-0.7516002807617187,0.2352978973388672,-2.3899033203125,-1.4669229736328124,0.014633944511413574,0.552777587890625,-2.31755908203125,-0.15102885437011718,-2.374201904296875,-1.5340391845703125,-0.48414263916015626,-1.591642822265625,-0.2506132354736328,-0.4485106201171875,-2.377328369140625
-1.6140294189453126,-0.751594482421875,0.23533375549316407,-2.389909912109375,-1.46692578125,0.014635932922363282,0.5527697143554687,-2.3175458984375,-0.1510056915283203,-2.374190673828125,-1.5340382080078125,-0.4841295166015625,-1.5916549072265624,-0.25061265563964846,-0.44848989868164063,-2.377319580078125
-1.6140318603515624,-0.7516165771484375,0.23529217529296875,-2.38991455078125,-1.4669188232421875,0.014645220756530762,0.5527562866210938,-2.317537353515625,-0.15101280212402343,-2.37419140625,-1.534043701171875,-0.484137939453125,-1.59166015625,-0.2506070098876953,-0.44852532958984376,-2.3773154296875
-1.6139920654296875,-0.7515860595703125,0.2353094940185547,-2.389888671875,-1.4669183349609376,0.01465986156463623,0.552754150390625,-2.317526611328125,-0.1510335693359375,-2.374200927734375,-1.5340521240234375,-0.48411538696289064,-1.59165234375,-0.25061105346679685,-0.4485186767578125,-2.377315673828125
-1.6139957275390624,-0.7515887451171875,0.23529226684570312,-2.38991552734375,-1.4669033203125,0.014667197227478028,0.5527537231445312,-2.3175419921875,-0.15101158142089843,-2.374192138671875,-1.534043701171875,-0.4841454467773437,-1.59165234375,-0.2506270751953125,-0.44851531982421877,-2.377332275390625
-1.6140054931640626,-0.7515946655273438,0.23530029296875,-2.3899169921875,-1.466903076171875,0.014653159141540526,0.5527224731445313,-2.3175322265625,-0.15101675415039062,-2.374203369140625,-1.5340250244140625,-0.48412448120117185,-1.591648193359375,-0.25059602355957034,-0.4484924011230469,-2.377328857421875
-1.6139940185546875,-0.7515984497070313,0.23529591369628905,-2.389909423828125,-1.46696875,0.014625738143920899,0.5527398071289062,-2.317533935546875,-0.15101869201660156,-2.37417529296875,-1.534035888671875,-0.48414129638671877,-1.59162646484375,-0.2506194305419922,-0.44851959228515625,-2.3773291015625
-1.6139849853515624,-0.7515855102539063,0.2353042755126953,-2.389893798828125,-1.46698779296875,0.014613334655761718,0.55277001953125,-2.31754296875,-0.15100799560546874,-2.374177001953125,-1.5340262451171875,-0.4841538696289063,-1.5916480712890626,-0.2506127471923828,-0.44852593994140627,-2.37733154296875
-1.61398974609375,-0.7515866088867188,0.2353123321533203,-2.38990673828125,-1.46699658203125,0.014599373817443848,0.5527572631835938,-2.317542236328125,-0.15101620483398437,-2.374193359375,-1.53405078125,-0.484130859375,-1.591662353515625,-0.25060804748535154,-0.4484906005859375,-2.377313720703125
-1.6139970703125,-0.7515943603515625,0.23531524658203126,-2.389901611328125,-1.4669119873046874,0.014642115592956542,0.5527527465820312,-2.317563232421875,-0.1510119323730469,-2.374185302734375,-1.534044677734375,-0.48415634155273435,-1.591661376953125,-0.2506107788085937,-0.4485158386230469,-2.377339111328125
-1.6140223388671875,-0.751599853515625,0.2353147735595703,-2.38991064453125,-1.4670068359375,0.014619400024414062,0.5527647705078125,-2.317544921875,-0.15099855041503907,-2.37419189453125,-1.5340552978515625,-0.48412115478515627,-1.591667724609375,-0.25062255859375,-0.44850711059570314,-2.3773271484375
-1.61403125,-0.75158154296875,0.23530914306640624,-2.3898896484375,-1.466909423828125,0.014640207290649415,0.5527720336914063,-2.317535400390625,-0.15102151489257812,-2.37418603515625,-1.5340413818359375,-0.484144287109375,-1.5916737060546875,-0.25061114501953125,-0.448504150390625,-2.3773251953125
