"CF1 X","CF1 Y","CF2 X","CF2 Y","CF4 X","CF4 Y","CF5 X","CF5 Y","CF6 X","CF6 Y","CF7 X","CF7 Y","CF10 X","CF10 Y","CF11 X","CF11 Y"
1.1138653564453125,1.08581884765625,1.294869873046875,1.0698314208984374,1.295103759765625,1.2169683837890626,1.286406982421875,1.3537894287109375,1.0853680419921874,1.364328125,1.1053741455078125,1.233616455078125,0.9450990600585938,1.2277864990234375,0.9377255859375,1.362964599609375
1.1139090576171875,1.085826416015625,1.294881591796875,1.0698370361328124,1.295137939453125,1.216971435546875,1.286400146484375,1.35377734375,1.085330322265625,1.3643359375,1.105384033203125,1.233609375,0.9450735473632812,1.2278157958984375,0.937744384765625,1.362984619140625
1.1138787841796876,1.085826904296875,1.29486376953125,1.069840576171875,1.2951046142578124,1.2169832763671875,1.286388671875,1.3538099365234375,1.085341064453125,1.364335205078125,1.1053729248046875,1.2336151123046875,0.9450951538085938,1.2277796630859374,0.9377325439453125,1.362979736328125
1.1139022216796874,1.0858228759765625,1.29486083984375,1.0698328857421875,1.2951182861328125,1.216962890625,1.286422119140625,1.35380029296875,1.0853653564453125,1.364327880859375,1.105395751953125,1.2336058349609376,0.945097412109375,1.22777490234375,0.9377447509765625,1.362973388671875
1.1141658935546874,1.08588232421875,1.2948914794921875,1.0698328857421875,1.29513671875,1.2169736328125,1.286471923828125,1.353754638671875,1.0853968505859375,1.3643311767578126,1.1054163818359375,1.2335908203125,0.9451058959960937,1.2277677001953125,0.93773681640625,1.3629703369140624
1.113922607421875,1.085849853515625,1.2949095458984374,1.06983251953125,1.295181640625,1.2169805908203124,1.286439453125,1.353763671875,1.085396240234375,1.3643271484375,1.1054190673828126,1.2335888671875,0.9450960693359375,1.2278035888671874,0.9377669677734375,1.362975830078125
1.113931640625,1.08580615234375,1.2949210205078125,1.069832763671875,1.2951727294921875,1.2169581298828125,1.2865205078125,1.353778564453125,1.085428955078125,1.364333984375,1.10542626953125,1.2335999755859375,0.9451019897460937,1.2277646484375,0.9377706909179687,1.3629810791015624
1.1141357421875,1.08590087890625,1.2948858642578125,1.069835693359375,1.29516650390625,1.21695947265625,1.286444580078125,1.3537918701171876,1.0854154052734375,1.3643338623046875,1.105402099609375,1.23360107421875,0.9451141967773438,1.22777099609375,0.9377860107421875,1.362981201171875
1.113929931640625,1.08581298828125,1.2948951416015626,1.0698251953125,1.295150146484375,1.2169755859375,1.2865037841796876,1.3537843017578124,1.085374755859375,1.36433447265625,1.105412353515625,1.233600341796875,0.9450520629882813,1.227805908203125,0.9377636108398437,1.3629627685546875
1.113904296875,1.0858203125,1.2948958740234375,1.069848876953125,1.295155029296875,1.216974365234375,1.2863875732421874,1.3537825927734375,1.08539599609375,1.3643311767578126,1.10537939453125,1.2336109619140625,0.9450884399414062,1.22777734375,0.9377630004882812,1.362975341796875
1.11389794921875,1.0858265380859375,1.2949012451171875,1.06984375,1.295134521484375,1.2169908447265625,1.2864447021484375,1.353756103515625,1.085368896484375,1.364354736328125,1.1053770751953125,1.2336142578125,0.9450975341796874,1.2277716064453126,0.9377559204101562,1.36296044921875
1.1138721923828125,1.0858560791015626,1.2948687744140626,1.0698310546875,1.2951312255859375,1.2169788818359375,1.2864708251953125,1.35376318359375,1.0853580322265626,1.3643349609375,1.1053819580078126,1.233610595703125,0.94509814453125,1.2277791748046876,0.9377391967773437,1.3629818115234376
1.113898193359375,1.08582568359375,1.2948558349609376,1.06983349609375,1.2951043701171876,1.21698193359375,1.286527099609375,1.353770751953125,1.08535302734375,1.3643397216796875,1.105379150390625,1.2335985107421874,0.9450499267578125,1.22780908203125,0.9377111206054688,1.3629705810546875
1.113879638671875,1.0858314208984374,1.2948729248046875,1.0698369140625,1.2951297607421874,1.2169759521484376,1.286474609375,1.353759765625,1.085342041015625,1.3643330078125,1.1053817138671875,1.233608154296875,0.94505078125,1.2278076171875,0.9377302856445312,1.362951904296875
1.113861083984375,1.0858109130859375,1.2948736572265624,1.06984716796875,1.2951060791015625,1.2169681396484375,1.2864422607421875,1.3537449951171876,1.085380615234375,1.3643302001953126,1.105385009765625,1.2336180419921876,0.9451074829101562,1.2277760009765626,0.9377422485351562,1.362988037109375
1.1138798828125,1.0858133544921875,1.29489501953125,1.0698304443359374,1.2951466064453125,1.2169716796875,1.2864686279296875,1.353759033203125,1.085403076171875,1.36434130859375,1.1053902587890625,1.233595458984375,0.945058349609375,1.2278150634765626,0.937763671875,1.362979736328125
1.113901611328125,1.08583544921875,1.2949156494140626,1.069825439453125,1.29515087890625,1.2169949951171875,1.286494140625,1.3537593994140624,1.0853883056640625,1.3643277587890625,1.105408203125,1.2335985107421874,0.9451243286132812,1.22777099609375,0.9377528076171875,1.3629837646484375
1.1139111328125,1.0858260498046874,1.2949183349609374,1.069830078125,1.2951358642578126,1.216970703125,1.2865595703125,1.3537852783203126,1.085401611328125,1.36432470703125,1.1054140625,1.2336046142578125,0.9450967407226563,1.2278173828125,0.937771728515625,1.3629759521484375
1.113947265625,1.0858056640625,1.2949239501953125,1.06985546875,1.295162109375,1.216966796875,1.2865377197265624,1.3537825927734375,1.085421142578125,1.3643309326171875,1.1054189453125,1.23360888671875,0.9451000366210938,1.227775634765625,0.9377608642578125,1.3629837646484375
1.1139576416015624,1.085825439453125,1.294906494140625,1.0698433837890624,1.295172607421875,1.2169796142578124,1.286537353515625,1.3537630615234375,1.085410400390625,1.3643365478515626,1.105408935546875,1.233597900390625,0.945120361328125,1.2277718505859374,0.937783203125,1.3629776611328126
