"CF1 X","CF1 Y","CF2 X","CF2 Y","CF3 X","CF3 Y","CF7 X","CF7 Y","CF10 X","CF10 Y"
0.7138465576171875,0.6500156860351562,-0.4679226379394531,0.6092421264648438,-0.4118978576660156,-0.5483619384765624,0.6672120971679687,-0.5376951293945312,0.0551817626953125,0.04907219696044922
0.713829833984375,0.6499948120117187,-0.4678553161621094,0.609174560546875,-0.4118962707519531,-0.5483587646484375,0.6672085571289063,-0.5376856689453124,0.055184680938720705,0.0490792121887207
0.7138319091796875,0.6500164794921875,-0.467900146484375,0.609228515625,-0.4119132080078125,-0.54835888671875,0.6672081909179688,-0.5377050170898438,0.05517240905761719,0.04908652114868164
0.7138363037109375,0.650005859375,-0.4679347229003906,0.6092301025390625,-0.4119014892578125,-0.5483603515625,0.6672135009765625,-0.5376835327148437,0.055176631927490234,0.049103832244873045
0.7138449096679688,0.6500223999023438,-0.46790802001953125,0.6092484130859375,-0.4119114990234375,-0.5483446044921875,0.667220947265625,-0.5376708374023438,0.05517179489135742,0.049095195770263673
0.7138246459960937,0.6500209350585937,-0.4678558044433594,0.6091691284179688,-0.4119264221191406,-0.5483414306640625,0.6672194213867187,-0.537677734375,0.05519584274291992,0.04909303665161133
0.7138046875,0.649863037109375,-0.46792498779296876,0.6092651977539062,-0.41191958618164065,-0.5483313598632813,0.6672364501953125,-0.537667236328125,0.055188594818115236,0.04911111831665039
0.7138034057617187,0.6498532104492187,-0.467912841796875,0.609263916015625,-0.4119503784179688,-0.5483182373046875,0.6672300415039063,-0.5376641845703125,0.05518654251098633,0.04911920928955078
0.7138067626953125,0.6498389892578125,-0.46790496826171873,0.60924365234375,-0.41192098999023435,-0.5483440551757812,0.6672100830078125,-0.5376748657226562,0.05519379806518555,0.04909281158447266
0.7138045654296875,0.6498362426757812,-0.46786041259765626,0.6091763305664063,-0.4119085693359375,-0.5483546142578125,0.6672219848632812,-0.5376708374023438,0.055177791595458985,0.04909398651123047
0.7138521728515625,0.6500073852539062,-0.4678531188964844,0.6091781005859375,-0.4118951416015625,-0.548372802734375,0.66722509765625,-0.5376918334960937,0.05519930267333984,0.049084915161132815
0.7138348388671875,0.6500150146484375,-0.4678387756347656,0.6091554565429688,-0.41188653564453126,-0.54837548828125,0.6672171630859375,-0.5376907958984375,0.05519021987915039,0.04908143997192383
0.7138408813476562,0.6500122680664062,-0.46790896606445315,0.609244384765625,-0.4118773193359375,-0.5483963012695312,0.6672058715820313,-0.537694580078125,0.05518121719360351,0.04908919906616211
0.713823974609375,0.6500157470703125,-0.46788180541992186,0.6091622314453125,-0.4118900146484375,-0.548376220703125,0.6672040405273437,-0.5376892700195313,0.05519455718994141,0.04908208847045899
0.7138209228515625,0.6500130615234375,-0.46786737060546874,0.6091832275390625,-0.41190817260742185,-0.5483740844726562,0.6672021484375,-0.5376905517578126,0.05517411422729492,0.04907720947265625
0.7138475952148438,0.6500107421875,-0.4678720703125,0.6091622314453125,-0.41191473388671873,-0.5483507080078125,0.6671970825195312,-0.53769482421875,0.05516928863525391,0.04908219146728516
0.7137929077148437,0.6498347778320313,-0.46786703491210935,0.6091791381835937,-0.41183096313476564,-0.5484126586914062,0.6672105102539062,-0.537692138671875,0.05518506240844727,0.04908544158935547
0.7138676147460937,0.6500189819335938,-0.4679193725585937,0.6092592163085937,-0.41193780517578127,-0.5483378295898438,0.667231689453125,-0.5376820068359375,0.05519283676147461,0.04909916305541992
0.7138634643554688,0.650014892578125,-0.4679100341796875,0.6092373657226563,-0.4119183349609375,-0.5483291625976563,0.6672471923828125,-0.537664794921875,0.055208320617675784,0.04909416961669922
0.7138202514648437,0.6498497314453126,-0.4678943176269531,0.6092676391601562,-0.4118225708007813,-0.5484044189453126,0.6672300415039063,-0.5376774291992188,0.05519916152954102,0.049108367919921875
0.7138063354492188,0.6498425903320313,-0.4679012451171875,0.6092528686523437,-0.4119122009277344,-0.54833740234375,0.6672357177734375,-0.537673828125,0.05520244598388672,0.04911150360107422
