"CF1 X","CF1 Y","CF4 X","CF4 Y","CF6 X","CF6 Y"
0.6352481689453126,0.6697289428710937,0.6619577026367187,-0.46453988647460936,-0.513219970703125,-0.33953439331054686
0.6352708129882813,0.66974169921875,0.6619856567382812,-0.4645462341308594,-0.5132069091796875,-0.33954165649414064
0.635279541015625,0.6697357177734375,0.661996826171875,-0.4645382080078125,-0.5131998291015625,-0.33954714965820315
0.6352798461914062,0.6697453002929687,0.6619799194335938,-0.46453369140625,-0.5131869506835938,-0.33953631591796873
0.6352823486328125,0.669728515625,0.661989990234375,-0.4645556945800781,-0.5131912231445312,-0.3395427856445313
0.6352582397460937,0.6697257080078125,0.6619736938476563,-0.46455291748046873,-0.51319677734375,-0.3395550842285156
0.6352576293945312,0.6697294921875,0.6619755249023438,-0.46454638671875,-0.5132109375,-0.33956396484375
0.6352645874023437,0.669734130859375,0.661962158203125,-0.46456646728515627,-0.5132178955078125,-0.3395625915527344
0.6352354125976563,0.66971728515625,0.6619442749023438,-0.46456710815429686,-0.5132415771484375,-0.339560546875
0.6352344970703125,0.6697294311523437,0.6619287719726562,-0.46457513427734376,-0.5132520751953125,-0.3395543518066406
0.63521923828125,0.6697322387695313,0.661944580078125,-0.4645684814453125,-0.513241455078125,-0.33955453491210935
0.6352493286132812,0.6697379150390625,0.6619578247070312,-0.4645552978515625,-0.5132355346679688,-0.3395416870117188
0.6352410888671876,0.6697418823242187,0.6619503173828125,-0.46455755615234373,-0.513234619140625,-0.33953955078125
0.6352666015625,0.66975048828125,0.6619766845703124,-0.46454061889648435,-0.5132203979492187,-0.33954275512695314
0.6352701416015625,0.66974462890625,0.6619754028320313,-0.46454257202148436,-0.5132020263671875,-0.33955401611328123
0.6352852783203125,0.6697373046875,0.6619890747070313,-0.46454791259765627,-0.5131878051757812,-0.3395464782714844
0.6352841796875,0.6697451782226562,0.6619921264648437,-0.46453787231445315,-0.51318408203125,-0.3395494689941406
0.63526611328125,0.669724609375,0.6620018920898437,-0.46456979370117185,-0.51320068359375,-0.3395431213378906
0.6352626953125,0.6697210083007813,0.6619763793945312,-0.464555419921875,-0.5132008666992187,-0.33955270385742187
0.6352520141601562,0.669745361328125,0.6619605712890625,-0.46456381225585935,-0.51322021484375,-0.3395574951171875
0.635240478515625,0.6697376098632812,0.6619469604492187,-0.4645552673339844,-0.5132321166992188,-0.33957192993164065
0.6352318115234376,0.6697354736328125,0.6619432983398438,-0.4645648193359375,-0.5132314453125,-0.33955557250976565
0.6353114624023437,0.6695191040039062,0.6619390258789063,-0.46456619262695314,-0.513244140625,-0.3395632019042969
0.6352427368164062,0.6697230834960938,0.661951904296875,-0.4645662231445313,-0.5132432861328124,-0.3395641784667969
0.6352483520507812,0.6697477416992188,0.6619479370117187,-0.4645516357421875,-0.513232177734375,-0.33953750610351563
0.6352401123046875,0.6697444458007813,0.661962890625,-0.46453659057617186,-0.5132262573242188,-0.3395507202148437
0.63526318359375,0.6697653198242187,0.66197900390625,-0.46453103637695314,-0.5132095947265625,-0.33952182006835935
0.6352872314453125,0.6697479248046875,0.6619801025390625,-0.4645412902832031,-0.5131951293945313,-0.3395322265625
0.6352848510742187,0.6697369384765625,0.661998291015625,-0.4645465087890625,-0.5131869506835938,-0.3395550842285156
0.6352747802734375,0.6697362670898438,0.66198095703125,-0.4645400390625,-0.5131867065429687,-0.3395461730957031
0.635258544921875,0.6697333374023438,0.6619866333007812,-0.4645480041503906,-0.5132047119140625,-0.33955352783203124
0.6352351684570312,0.669739990234375,0.6619734497070312,-0.46456332397460937,-0.5132141723632813,-0.33955084228515625
0.6352588500976563,0.6697304077148437,0.6619603881835937,-0.464572021484375,-0.5132328491210938,-0.3395692138671875
0.6352396850585937,0.6697307739257813,0.6619557495117188,-0.464569580078125,-0.5132376708984375,-0.33955438232421875
0.6352344360351563,0.6697274169921875,0.6619496459960937,-0.46455886840820315,-0.51323779296875,-0.3395530090332031
0.6352371215820313,0.6697356567382813,0.6619496459960937,-0.4645675048828125,-0.5132335205078125,-0.33954583740234373
0.6352423706054687,0.6697393798828125,0.6619536743164063,-0.4645542602539062,-0.5132282104492187,-0.3395552062988281
0.635254638671875,0.6697288208007812,0.6619580078125,-0.46454827880859373,-0.5132219848632813,-0.33954360961914065
0.6352699584960938,0.6697186889648438,0.6619639892578125,-0.46454803466796873,-0.5132046508789062,-0.3395461730957031
0.6352889404296875,0.6697340087890625,0.6619784545898437,-0.464533447265625,-0.513190185546875,-0.3395472717285156
0.6352809448242187,0.6697594604492187,0.6619803466796875,-0.46454519653320314,-0.5131881103515625,-0.33954461669921876
0.6352752075195313,0.66972802734375,0.6619848022460938,-0.46455926513671875,-0.5131976928710937,-0.3395455322265625
0.6352706298828125,0.6697302856445313,0.6619805297851562,-0.46455999755859373,-0.5132232055664062,-0.3395447082519531
0.6352526245117187,0.6697402954101562,0.6619605712890625,-0.4645662231445313,-0.5132310180664063,-0.3395543212890625
0.6352388916015625,0.6697296142578125,0.66195703125,-0.4645718994140625,-0.5132310180664063,-0.33955926513671875
